cluster_id	canonical_yiddish	org_type	n_person_edges	n_distinct_persons	top_edge_types	n_located_in	places_en	sample_persons	cluster_size	existing_review_status
ORG-C06291	עדעלשטייןס טעאַטער	theatre	1	1	performed_with:1	0		פּיטער גראַף (פּתחיה)(1885)	1	in_review_file_no_decision
ORG-C06292	רומענישן אָפּערעטעאַטער	theatre	1	1	performed_with:1	1	Bucharest	איידאַ גראָפּער (בריה)(1912)	1	in_review_file_no_decision
ORG-C06293	ניו יאָרקער פּרינצעסטעאַטער	theatre	1	1	performed_with:1	1	New York City	איידאַ גראָפּער (בריה)(1912)	1	in_review_file_no_decision
ORG-C06294	ראָזענפעלדס גימנאָזיע	school	1	1	studied_at:1	0		(יצחק-בער טורקאָוו) גרודבּערג(1931)	1	in_review_file_no_decision
ORG-C06295	אָגראַר-שול פֿון טשענסטאָכאָוו	school	1	1	studied_at:1	0		(יצחק-בער טורקאָוו) גרודבּערג(1931)	1	in_review_file_no_decision
ORG-C06296	רעכטער פּועלי-ציון-יוגנט-אָרגאַניזאַציע	political_party	1	1	delegate_of:1	0		(יצחק-בער טורקאָוו) גרודבּערג(1931)	1	in_review_file_no_decision
ORG-C06297	אַרבעטער-יוגנט	newspaper	1	1	employed_by:1	0		(יצחק-בער טורקאָוו) גרודבּערג(1931)	1	in_review_file_no_decision
ORG-C06299	הערמאָזס סטודיע	school	1	1	studied_at:1	0		(יצחק-בער טורקאָוו) גרודבּערג(1931)	1	in_review_file_no_decision
ORG-C01387_Q29	יידישן טעאַטער	theatre	1	1	staff_of:1	1	Boston	אָסקאַר גרין(1889)	1	in_review_file_no_decision
ORG-C00840_Q08	יידישן פֿאָלקס-טעאַטער	theatre	1	1	managed:1	1	New York City	איזידאָר גרינבּלאַט(1902)	1	in_review_file_no_decision
ORG-C06303	אַרטעף“-טעאַטער	theatre	1	1	managed:1	0		איזידאָר גרינבּלאַט(1902)	1	in_review_file_no_decision
ORG-C06305	דראָמאָטישער שול פֿון דייטשן טעאַטער-דירעקטאָר וואָלטער וואַסערמאַן	school	1	1	studied_at:1	0		יוסף גרינבּערג(1892)	1	in_review_file_no_decision
ORG-C06306	בצלאל	theatre	1	1	performed_with:1	1	Warsaw	יוסף גרינבּערג(1892)	1	in_review_file_no_decision
ORG-C06308	דייטשער אָפּערעטע	theatre	1	1	performed_with:1	0		צעזאר גרינבּערג (בּצלאל)(741)	1	in_review_file_no_decision
ORG-C06309	די ערשטע יידישע וואָנדערטרופּע	troupe	1	1	founded:1	0		צעזאר גרינבּערג (בּצלאל)(741)	1	decision=DESCRIPTIVE
ORG-C06311	יוניוטער היברו עקטאָרס פאָנד	union	1	1	founded:1	0		צעזאר גרינבּערג (בּצלאל)(741)	1	in_review_file_no_decision
ORG-C06313	יידישע טעאַטער-שול	school	1	1	founded:1	0		צעזאר גרינבּערג (בּצלאל)(741)	1	in_review_file_no_decision
ORG-C06314	פֿאָלקס טעאַטער אונטערשטיצונגס-פֿאַראיין	union	1	1	founded:1	0		צעזאר גרינבּערג (בּצלאל)(741)	1	in_review_file_no_decision
ORG-C06316	אַסאָשיאייטער עקטאָרס ענד אָרטיסטס אף אָמעריקא	union	1	1	executive_of:1	0		דזשין גרינפעלד (יעקב)(1895)	1	in_review_file_no_decision
ORG-C06318	"פּאַריזער ס""ס-אָרגאָניזאַציע"	organization	1	1	executive_of:1	2	Paris|France	יחזקאל דאָבּרושין(1505)	1	in_review_file_no_decision
ORG-C06319	רוסישער העכעדער שול	school	1	1	studied_at:1	2	Paris|France	יחזקאל דאָבּרושין(1505)	1	in_review_file_no_decision
ORG-C06321	צענטראָלער פֿעלקער-פֿאַרלאָג פֿון פ. ס. ס. ר.	publisher	1	1	work_published_by:1	0		יחזקאל דאָבּרושין(1505)	1	in_review_file_no_decision
ORG-C06323	דראָמאַטישער שול פון פּראָפ. מאָריאָן	school	1	1	studied_at:1	2	Leipzig|Germany	דאוויד דאַווידאָוו(3820)	1	in_review_file_no_decision
ORG-C06328	די שטאָטישע שול פֿון זאָמענהאָף	school	1	1	graduated_from:1	0		מנחם-מענדל דאָליצקי(1510)	1	in_review_file_no_decision
ORG-C06329	מאָרינער גימנאָזיע	school	1	1	graduated_from:1	0		בּעטי דאַלסקאַ (בראַצלאַווסקאַ)(1466)	1	in_review_file_no_decision
ORG-C06330	דראָמאַטישע שול פֿון דאָלינאָוו	school	1	1	graduated_from:1	0		בּעטי דאַלסקאַ (בראַצלאַווסקאַ)(1466)	1	in_review_file_no_decision
ORG-C06332	ריינהאָרדט-שול	school	1	1	studied_at:1	0		יצחק דאניעל(3601)	1	in_review_file_no_decision
ORG-C06333	שטאָטסאָקאָדעמיע פֿיר מוזיק אונד דאָרשטעלענדער קונסט	school	1	1	graduated_from:1	2	Vienna|Austria	יצחק דאניעל(3601)	1	in_review_file_no_decision
ORG-C06334	העברעישער אָפּערע	theatre	1	1	staff_of:1	1	Land of Israel	יצחק דאניעל(3601)	1	in_review_file_no_decision
ORG-C06335	המטאָטאָ	theatre	1	1	founded:1	1	Land of Israel	יצחק דאניעל(3601)	1	in_review_file_no_decision
ORG-C00459_Q06	תלמוד-תורה	school	1	1	studied_at:1	1	Zhvanets	מרדכי דאַנציס(1470)	1	in_review_file_no_decision
ORG-C00637_Q02	בית-המדרש	school	1	1	studied_at:1	1	Zhvanets	מרדכי דאַנציס(1470)	1	in_review_file_no_decision
ORG-C06337	וואונדערלענד	theatre	1	1	performed_with:1	0		רובּין דאָקטאָר (ראובן)(1506)	1	in_review_file_no_decision
ORG-C06338	פּרינצעס מיוזיק-האָל	theatre	1	1	performed_with:1	0		רובּין דאָקטאָר (ראובן)(1506)	1	in_review_file_no_decision
ORG-C06340	ניו-יאָרקער אָמפיאָן-טעאַטער	theatre	1	1	performed_with:1	1	New York City	מאָריס דאָרף(1514)	1	in_review_file_no_decision
ORG-C06341	דאָרפֿישער שול	school	1	1	studied_at:1	0		מאָריס דאָרף(1514)	1	in_review_file_no_decision
ORG-C06342	"פּ""צ-באַוועגונג"	party	1	1	member_of:1	1	Kielce	מאָריס דאָרף(1514)	1	in_review_file_no_decision
ORG-C06343	פרייע יוגענד	newspaper	1	1	member_of:1	1	Warsaw	מאָריס דאָרף(1514)	1	in_review_file_no_decision
ORG-C06349	דראָמאָטישער שול פֿון אַקטיאָר סקוראַטאָוו	school	1	1	studied_at:1	0		יידל דובּינסקי(3602)	1	in_review_file_no_decision
ORG-C06350	"ענטיןס „פּראָגרעסיוו-דראַמאָטיק קלאָב"""	theatre	1	1	member_of:1	1	United States	יידל דובּינסקי(3602)	1	in_review_file_no_decision
ORG-C06351	מעדאָווס אוקראָאינישער טרופּע	troupe	1	1	performed_with:1	1	United States	יידל דובּינסקי(3602)	1	in_review_file_no_decision
ORG-C06354	קעמברידזשער טעאַטער	theatre	1	1	performed_with:1	1	London	לעאָן דושמאַן(3461)	1	in_review_file_no_decision
ORG-C06357	פֿאַראייניקטער יידישער פֿאָלקס-טעאַטער	theatre	1	1	staff_of:1	0		לעאָן דושמאַן(3461)	1	in_review_file_no_decision
ORG-C06361	גרעמער-סקול	school	1	1	graduated_from:1	1	New York City	אוירווינג דזשייקאָבּסאָן(2054)	1	in_review_file_no_decision
ORG-C06363	כאָר ביי אָדלער	theatre	1	1	performed_with:1	1	Chicago	בּעטי דזשייקאָבּסאָן (ביילע שור)(2051)	1	in_review_file_no_decision
ORG-C06364	"בעלאָסקאָס ענגלישער „שיילאָק""-אויפֿפֿירונג"	theatre	1	1	performed_with:1	0		בּעטי דזשייקאָבּסאָן (ביילע שור)(2051)	1	in_review_file_no_decision
ORG-C06366	דראָמאָטיש-אָקאָדעמישער שול	school	1	1	graduated_from:1	1	Vienna	יאָזעף דיבּעק(1498)	1	in_review_file_no_decision
ORG-C06369	יעקב בער גימפּעל... כאָר	theatre	1	1	performed_with:1	0		מיני דייטש (מענקעס)(1492)	1	in_review_file_no_decision
ORG-C00369_Q02	באַראַן הירש-שול	school	1	1	studied_at:1	1	Vilnius	באָריס דיימאָנדשטיין (בערל דוואָרקין)(1495)	1	in_review_file_no_decision
ORG-C06371	יידישע רעגירונגס-פֿאָלקסשול	school	1	1	studied_at:1	0		שמואל דייקסעל(1482)	1	in_review_file_no_decision
ORG-C06373	נאָווי מיר	newspaper	1	1	employed_by:1	1	United States	שמואל דייקסעל(1482)	1	in_review_file_no_decision
ORG-C06374	פונקען	publisher	1	1	work_published_by:1	1	New York City	שמואל דייקסעל(1482)	1	in_review_file_no_decision
ORG-C06376	"קעמפּ ""יוניטי"""	school	1	1	staff_of:1	0		שמואל דייקסעל(1482)	1	in_review_file_no_decision
ORG-C06378	סאַטיריקאָן	newspaper	1	1	employed_by:1	0		אָסיפּ דימאָוו (יוסף פּערלמאַן)(1535)	1	in_review_file_no_decision
ORG-C06380	רודאָלף שילדקרויט טעאַטער	theatre	1	1	managed:1	2	New York City|United States	אָסיפּ דימאָוו (יוסף פּערלמאַן)(1535)	1	in_review_file_no_decision
ORG-C04260_Q02	דער יידישער פּרעסע	newspaper	1	1	employed_by:1	1	London	ס. דינגאָל(3462)	1	in_review_file_no_decision
ORG-C06381	דער אָרטיקער יידישער פּרעסע	newspaper	1	1	employed_by:1	1	United States	ס. דינגאָל(3462)	1	in_review_file_no_decision
ORG-C06382	חזן קופּער	synagogue choir	1	1	performed_with:1	0		שמחה דינמאַן )דילמאַן( (דילמאַן)(1503)	1	in_review_file_no_decision
ORG-C06383	בית-המדרש פֿון רי שמעון צוקערמאַן	school	1	1	studied_at:1	0		יעקב דינעזאָן(919)	1	in_review_file_no_decision
ORG-C06384	אחיאַסף	publisher	1	1	work_published_by:1	1	Warsaw	יעקב דינעזאָן(919)	1	in_review_file_no_decision
ORG-C06385	זאָווילס שול	synagogue	1	1	studied_at:1	1	Vilnius	אייזיק דיק (יצחק)(1499)	1	in_review_file_no_decision
ORG-C06386	קרייז פֿון משכילים	group	1	1	executive_of:1	1	Vilnius	אייזיק דיק (יצחק)(1499)	1	in_review_file_no_decision
ORG-C02116_Q02	אָדעאָן-טעאַטער	theatre	1	1	managed:1	2	Montreal|Canada	סאול דיקשטיין(3463)	1	in_review_file_no_decision
ORG-C06387	אָוונט-היי-סקול	school	1	1	studied_at:1	1	United States	הערי דעל (דאַלעטיצקי, אהרן)(1483)	1	in_review_file_no_decision
ORG-C00154_Q05	בונד	union	1	1	member_of:1	1	Kraków	יואל-דוד דעמבּיצער(1484)	1	in_review_file_no_decision
ORG-C06388	ראָבינער-סעמינאָר	school	1	1	executive_of:1	1	Kraków	יואל-דוד דעמבּיצער(1484)	1	in_review_file_no_decision
ORG-C06389	בראָדערזינגער-פֿאָלקזינגער	troupe	1	1	founded:1	1	Lviv	יאָזעף דעססער (יוסף-חיים)(1489)	1	decision=DESCRIPTIVE
ORG-C06396	מאַקס נ. מייזעל	publisher	1	1	work_published_by:1	2	New York City|United States	נאַטאַן דראַנאָוו (ניסן)(1519)	1	in_review_file_no_decision
ORG-C06398	גאַסטראָלן פֿון מאלי פיקאָן	troupe	1	1	performed_with:1	1	Vienna	פאולא דרייבּלאַט (פערל שנייער)(1521)	1	decision=ALIGN; aligned_db_id=531
ORG-C06399	פֿילם „מזרח און מערב“	film	1	1	performed_with:1	0		פאולא דרייבּלאַט (פערל שנייער)(1521)	1	in_review_file_no_decision
ORG-C06402	יידישע סאַציאָליסטישע וואָכנבלעטער	newspaper	1	1	employed_by:1	0		לעאָן דרייקורס(1522)	1	in_review_file_no_decision
ORG-C06404	טשעכאָסלאָוואָקישער רעגירונג	government	1	1	member_of:1	0		"„האור""(P-1-facs_302_tr_1741260418)"	1	in_review_file_no_decision
ORG-C06407	דראָמאַטישע פאַריינען	union	1	1	founded:1	0		יאָזעף האַבּערמאַן(1957)	1	in_review_file_no_decision
ORG-C06410	טעאַטער סאָלאָן גאָריבאָלדי	theatre	1	1	managed:1	1	Buenos Aires	יאָזעף האַבּערמאַן(1957)	1	in_review_file_no_decision
ORG-C00633_Q03	פּיפּלס-טעאַטער	theatre	1	1	performed_with:1	1	Buffalo	יאָזעף האַבּערמאַן(1957)	1	in_review_file_no_decision
ORG-C06412	אָרגענטינער פּאַנטאָמימע-קאָמפּאָניע	troupe	1	1	performed_with:1	0		יאָזעף האַבּערמאַן(1957)	1	in_review_file_no_decision
ORG-C05467_Q01	דאָס ליכט	newspaper	1	1	founded:1	1	Buenos Aires	יאָזעף האַבּערמאַן(1957)	1	in_review_file_no_decision
ORG-C06415_Q02	אידישע פּרעסע	newspaper	1	1	work_published_by:1	2	Rio de Janeiro|Brazil	מרדכי האָכבּערג(2009)	1	in_review_file_no_decision
ORG-C06416	מאָהילעווער שטאָטישע שול	school	1	1	graduated_from:1	1	Mohyliv-Podilskyi	הערי האָכשטיין (כאזין)(2013)	1	in_review_file_no_decision
ORG-C06420	מולט עס דזשאָוואָ	newspaper	1	1	employed_by:1	0		יוסף האָלדער(2020)	1	in_review_file_no_decision
ORG-C06423	האָכשול פאָר מוזיק און דאַרשטעלענדער קונסט	school	1	1	graduated_from:1	2	Vienna|Austria	לעאָ האַלפּערן(1962)	1	in_review_file_no_decision
ORG-C06424	הבמה	theatre	1	1	staff_of:1	1	Vienna	לעאָ האַלפּערן(1962)	1	in_review_file_no_decision
ORG-C06425	"פּוילישן טעאָטער א""ד פּיעקאָרסקי"	theatre	1	1	performed_with:1	0		רחל האָלצער(2024)	1	in_review_file_no_decision
ORG-C06429	מיניאַטורטעאַטער פון קוסטין-יעדוואָב	theatre	1	1	performed_with:1	1	Poland	דוד-גדליה האַמבּורגער(1966)	1	in_review_file_no_decision
ORG-C06430	בערליינער יידישן קונסט טעאַטער	theatre	1	1	performed_with:1	0		דוד-גדליה האַמבּורגער(1966)	1	in_review_file_no_decision
ORG-C06431	אָרטיקער קאָלעקטיווער טרופּע	troupe	1	1	performed_with:1	2	Łódź|Poland	דוד-גדליה האַמבּורגער(1966)	1	decision=DESCRIPTIVE
ORG-C06433	יענקי פֿילם-קאָמפּ.	film company	1	1	performed_with:1	0		יצחק האָניגמאַן(2026)	1	in_review_file_no_decision
ORG-C06434	אוניווערסאָל-קאָמפּאָני	film company	1	1	performed_with:1	0		יצחק האָניגמאַן(2026)	1	in_review_file_no_decision
ORG-C00839_Q06	רעאַל-שול	school	1	1	studied_at:1	1	Bender	קלאַראַ האָניגמאַן (גאָלדענבּערג)(2025)	1	in_review_file_no_decision
ORG-C06442	שיקאָגער ענגלישער קאָמפּאָני	troupe	1	1	performed_with:1	1	Chicago	פּאולין האָפמאַן(2018)	1	in_review_file_no_decision
ORG-C06443	זיגפעלדס מיוזיקל קאָמעדיע	theatre	1	1	performed_with:1	0		פּאולין האָפמאַן(2018)	1	in_review_file_no_decision
ORG-C06445	ווילקער ביתאמדרש	school	1	1	studied_at:1	0		אייבּ האַרט (אברהם העכט)(1974)	1	in_review_file_no_decision
ORG-C06448	פּיפּעל-טעאַטער	theatre	1	1	performed_with:1	1	New York City	בּערטא האַרט (מאַהלער)(1975)	1	in_review_file_no_decision
ORG-C06449	העכערער האַנדלס און עקספּאָרט-אָקאָדעמיע	school	1	1	studied_at:1	0		הערש האַרט(1976)	1	in_review_file_no_decision
ORG-C06450	"פּוילישע אויפֿירונג פֿון אַנסקיס „דיבוק"""	theatre	1	1	staff_of:1	0		הערש האַרט(1976)	1	in_review_file_no_decision
ORG-C00235_Q03	דייטשן טעאַטער אין טשערנאָוויץ	theatre	1	1	performed_with:1	1	Chernivtsi	זיגמונט האַרט(1978)	1	in_review_file_no_decision
ORG-C06451	רומענישער פּראָווינץ-טרופּע פֿון בוריענעסקאָ	troupe	1	1	performed_with:1	0		זיגמונט האַרט(1978)	1	in_review_file_no_decision
ORG-C06452	האָרטס מעטראָפּאָליטען טעאַטער	theatre	1	1	managed:1	1	Newark	סידני האַרט (יוסף הערש)(1977)	1	in_review_file_no_decision
ORG-C06453	כאָר ביי ווייספעלדן	theatre	1	1	performed_with:1	0		רוזשאַ האָרן(2029)	1	in_review_file_no_decision
ORG-C06454	רוסישער טרופּע פֿון קאָזאַנצאָוו	troupe	1	1	performed_with:1	1	Odesa	נייטן האָרנשטיין(2030)	1	in_review_file_no_decision
ORG-C06455	רוסישער טרופּע פֿון וולאַסאָוו	troupe	1	1	performed_with:1	1	Kherson	נייטן האָרנשטיין(2030)	1	in_review_file_no_decision
