cluster_id	canonical_yiddish	org_type	cluster_size	name_variants	extracted_settlements	extracted_addresses	extracted_venues	extracted_countries	candidate_db_ids	candidate_scores	candidate_methods	decision	aligned_db_id	reviewer_notes	reviewer_settlement	reviewer_address	reviewer	reviewed_at
ORG-C06066	אינטים טעאַטער	theatre	1	אינטים טעאַטער	ניקאָלאַיעוו		דער נייער וועג	אוקראינע										
ORG-C06067	שיקאָגאָ ביי גליקמאַן	theatre	2	שיקאָגאָ ביי גליקמאַן	שיקאָגאָ		גליקמאַן טעאַטער	אַמעריקע										
ORG-C06068	טרופּע „גאָלדפֿאַדען“	troupe	1	טרופּע „גאָלדפֿאַדען“														
ORG-C06069	אָפּטייק	other	1	אָפּטייק	כאָרבין													
ORG-C06070	גראָסמאָן'ס טעאַטער	theatre	1	גראָסמאָן'ס טעאַטער	קעשעניעוו		גראָסמאָן'ס טעאַטער											
ORG-C06071	פּראָוודאָ	newspaper	1	פּראָוודאָ	אָדעס													
ORG-C06072	רוסקי יעוורעי	newspaper	1	רוסקי יעוורעי	פּעטערבורג													
ORG-C06073	ראָזסוועט	newspaper	1	ראָזסוועט	פּעטערבורג													
ORG-C06074	בוקאַרעסטער יידישן טעאַטער	theatre	1	בוקאַרעסטער יידישן טעאַטער	בוקאַרעסט			רומעניע	502 | 478	0.767 | 0.607	ipa_phonetic | ipa_phonetic							
ORG-C06075	אַרכיוו	newspaper	1	אַרכיוו	ווילנע													
ORG-C06076	דער טהעאַטער שפּיגעל אונד טהעאַטער פֿריינד	newspaper	1	דער טהעאַטער שפּיגעל אונד טהעאַטער פֿריינד	ניו יאָרק			אַמעריקע										
ORG-C06077	קיעווסקיאָ אַוואָסטי	newspaper	1	קיעווסקיאָ אַוואָסטי	קיעוו													
ORG-C06078	קיעווליאָנין	newspaper	1	קיעווליאָנין	קיעוו													
ORG-C06079	דער איד	newspaper	2	דער איד	אָדעס | וויניפּעג			קאָנאָדע	219	0.714	ipa_phonetic							
ORG-C06080	דרום-אָפריקע-טעאַטער-טראָסט	organization	1	דרום-אָפריקע-טעאַטער-טראָסט				דרום-אפריקע										
ORG-C06081	קאָמעדיע-טעאַטער	theatre	3	קאָמעדיע-טעאַטער	ניו-יאָרק	סאָפאָלק סטריט	קאָמעדיע-טעאַטער		509	0.643	ipa_phonetic							
ORG-C06082	אָדלער-סיעראָצקיס לאָדזשער סקאָלאָ-טעאַטער	theatre	1	אָדלער-סיעראָצקיס לאָדזשער סקאָלאָ-טעאַטער	לאָדזש		סקאָלאָ-טעאַטער											
ORG-C06083	זשינניצע	theatre	1	זשינניצע	יאָסי	סטראָדאַ באַשאָטע	זשינניצע	רומעניע										
ORG-C06084	באָריסאָווס טרופּע	troupe	1	באָריסאָווס טרופּע					470	0.647	ipa_phonetic							
ORG-C06085	שטאָטישן טעאַטער	theatre	3	שטאָטישן טעאַטער	כאַרקאָוו | קאָוונע		שטאָטישן טעאַטער											
ORG-C06086	בראַנזווילער מעטראָפּאָליטען זינגער-האָל	theatre	1	בראַנזווילער מעטראָפּאָליטען זינגער-האָל	בראַנזוויל													
ORG-C06087	גאָלדן-רול האָל	theatre	1	גאָלדן-רול האָל														
ORG-C06088	שוואַרץס אוירווינג פלייס-טעאַטער	theatre	1	שוואַרץס אוירווינג פלייס-טעאַטער														
ORG-C06089	קעפּיטל-טעאַטער	theatre	2	קעפּיטל-טעאַטער	לאָס אַנדזשעלעס | לאָס-אַנדזשעלאָס		"„קעפּיטל""-טעאַטער"		509	0.615	ipa_phonetic							
ORG-C06090	יידיש דראָמאָטיש-מוזיקאַלישע ליג	theatre	1	יידיש דראָמאָטיש-מוזיקאַלישע ליג	ניו יאָרק			אמעריקע										
ORG-C06091	וואָרעוויליוניע (לאָקאָל 5)	union	1	וואָרעוויליוניע (לאָקאָל 5)														
ORG-C06092	פֿאַרבאַנד פֿון די טעאַטער-יוניעס	union	1	פֿאַרבאַנד פֿון די טעאַטער-יוניעס														
ORG-C06093	ערשטע טרופּע פֿאַר דער פּראָווינץ	troupe	1	ערשטע טרופּע פֿאַר דער פּראָווינץ														
ORG-C06094	טרופּעס פֿון גראָדנער	troupe	1	טרופּעס פֿון גראָדנער					486	0.611	ipa_phonetic							
ORG-C06095	טרופּעס פֿון מאָגולעסקאָ	troupe	1	טרופּעס פֿון מאָגולעסקאָ					486	0.650	ipa_phonetic							
ORG-C06096	גאָלדפֿאַדענישן טעאָטער	theatre	1	גאָלדפֿאַדענישן טעאָטער														
ORG-C06097	טעאַטער בוף	theatre	1	טעאַטער בוף	וואַרשע		טעאַטער בוף											
ORG-C06098	פּעלהעם-סטריטקלאָב	theatre	1	פּעלהעם-סטריטקלאָב	לאָנדאָן	פּעלהעם-סטריט	פּעלהעם-סטריטקלאָב											
ORG-C06099	קאָאָפּעראַטיוו-טעאַטער	theatre	1	קאָאָפּעראַטיוו-טעאַטער														
ORG-C06100	ייד. אַקט. יוניע	union	1	ייד. אַקט. יוניע														
ORG-C06101	שוואָרץן	troupe	2	שוואָרץן														
ORG-C06102	בן-עמים קונסט-טעאַטער	theatre	1	בן-עמים קונסט-טעאַטער														
ORG-C06103	יאַקאָבינס פּאָפּיראָסן-פֿאַבריק	factory	1	יאַקאָבינס פּאָפּיראָסן-פֿאַבריק	ניו יאָרק		טשעטהעם סקווער											
ORG-C06104	קאַנקאַרדיע-טעאַטער	theatre	1	קאַנקאַרדיע-טעאַטער	ניו יאָרק		קאַנקאַרדיע-טעאַטער	אַמעריקע	509	0.625	ipa_phonetic							
ORG-C06105	יאָקאָביס סיגאָרעטן-פאָבריק	factory	1	יאָקאָביס סיגאָרעטן-פאָבריק														
ORG-C06106	קאָלעקטיוו פֿון וואָרפעווער יידישן אָרטיסטן-פֿאַריין	theatre	1	קאָלעקטיוו פֿון וואָרפעווער יידישן אָרטיסטן-פֿאַריין														
ORG-C06107	לאָרענצאָס רוסישער דראָמאַטישער שול	school	1	לאָרענצאָס רוסישער דראָמאַטישער שול	אָדעס		לאָרענצאָס רוסישער דראָמאַטישער שול	אוקראַאינע										
ORG-C06108	מישע פישזאָנס טרופּע	troupe	1	מישע פישזאָנס טרופּע				רומעניע										
ORG-C06109	ווינער „פרייער פֿאָלקסבינע“	theatre	1	ווינער „פרייער פֿאָלקסבינע“	ווין		ווינער „פרייער פֿאָלקסבינע“											
ORG-C06110	ישיבות פֿון לידע	school	1	ישיבות פֿון לידע														
ORG-C06111	ישיבות פֿון וואָלאָזשין	school	1	ישיבות פֿון וואָלאָזשין														
ORG-C06112	קאַטוילישן אוניווערסיטעט	school	1	קאַטוילישן אוניווערסיטעט	וואַשינגטאָן													
ORG-C06113	אַמעריקאָנער אוניווערסיטעט	school	1	אַמעריקאָנער אוניווערסיטעט	וואַשינגטאָן													
ORG-C06114	"ווייסרוסלענדישע אָפּטיילונג ""שול און בוך"""	publisher	1	"ווייסרוסלענדישע אָפּטיילונג ""שול און בוך"""	מינסק													
ORG-C06115	מינסקער אַרבקאָרנביוראָ	publisher	1	מינסקער אַרבקאָרנביוראָ	מינסק													
ORG-C06116	רוסישער וואַנדער-טרופּע	troupe	2	רוסישער וואַנדער-טרופּע			רוסישער וואַנדער-טרופּע											
ORG-C06117	יעליסאַוועטגראָדסקי וויעסטניק	newspaper	1	יעליסאַוועטגראָדסקי וויעסטניק			יעליסאַוועטגראָד											
ORG-C06118	דוכאָוונאָיע ביבלעיסקאָיע בראָטסטוואָ	organization	1	דוכאָוונאָיע ביבלעיסקאָיע בראָטסטוואָ			יעליסאַוועטגראָד											
ORG-C06119	דיאַ אַרבייטער-ציוטונג	newspaper	1	דיאַ אַרבייטער-ציוטונג			ניו יאָרק											
ORG-C06120	עדיוקיישאָנאַל ליג	school	1	עדיוקיישאָנאַל ליג			ניו יאָרק											
ORG-C06121	דיאַ אינטערנאַציאָנאַלע ביבליאָטעק	publisher	1	דיאַ אינטערנאַציאָנאַלע ביבליאָטעק			ניו יאָרק											
ORG-C06122	פּאָלקאָוואי בית-המדרש	school	1	פּאָלקאָוואי בית-המדרש			פּאָלקאָוואי בית-המדרש											
ORG-C06123	שפּינאָזאַ לאָדזש 23	union	1	שפּינאָזאַ לאָדזש 23	שיקאָגאַ													
ORG-C06124	מירער ישיבה	school	2	מירער ישיבה														
ORG-C06125	אווענד-בלאַט	newspaper	1	אווענד-בלאַט														
ORG-C06126	טהעאַטער זשורנאַל	newspaper	2	טהעאַטער זשורנאַל	ניו יאָרק													
ORG-C06127	אידישען פֿאַרמער	newspaper	1	אידישען פֿאַרמער														
ORG-C06128	פֿאָראיינס-אָרגאָן	newspaper	1	פֿאָראיינס-אָרגאָן														
ORG-C06129	גאָלדפֿאַדען-קלאָב	theatre	1	גאָלדפֿאַדען-קלאָב														
ORG-C06130	גאָלדפֿאַדען יאָנג דראַמאָטיק-קלאָב	theatre	1	גאָלדפֿאַדען יאָנג דראַמאָטיק-קלאָב														
ORG-C06131	עדעלשטייןס מענעדזשמענט	troupe	1	עדעלשטייןס מענעדזשמענט														
ORG-C06132	אָבליק	school	1	אָבליק														
ORG-C06133	דער טעאָטער-שטערן	newspaper	1	דער טעאָטער-שטערן	ניו יאָרק													
ORG-C06134	ברידער קאָכאַנסקי	troupe	1	ברידער קאָכאַנסקי			רוסלאַנד	רוסלאַנד										
ORG-C06135	קאמינסקי-פישזאָן	troupe	1	קאמינסקי-פישזאָן														
ORG-C06136	אַשכנזיס טרופּע	troupe	1	אַשכנזיס טרופּע														
ORG-C06137	זינלערס טרופּע	troupe	1	זינלערס טרופּע					41 | 455 | 459 | 254 | 469	0.692 | 0.667 | 0.643 | 0.615 | 0.615	ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C06138	דייטשער פֿילם	film_company	1	דייטשער פֿילם	בערלין			דייטשלאַנד										
ORG-C06139	פּראָפעסיאנעלער בינע	theatre	1	פּראָפעסיאנעלער בינע			עסטרייך	עסטרייך										
ORG-C06140	"צענטראָל-פֿאַרבאַנד פֿון ""בונד"" אין אַמעריקע"	union	1	"צענטראָל-פֿאַרבאַנד פֿון ""בונד"" אין אַמעריקע"				אַמעריקע										
ORG-C06141	"גענעראָל-עקזעקוטיוו פֿון ""בונד"""	union	1	"גענעראָל-עקזעקוטיוו פֿון ""בונד"""														
ORG-C06142	באַרבער-יוניע	union	1	באַרבער-יוניע														
ORG-C06143	פּיפּלס-רעליף-קאָמיטעט	organization	1	פּיפּלס-רעליף-קאָמיטעט														
ORG-C06144	יונגן בונד	union	1	יונגן בונד														
ORG-C06145	"יידישן „ליבהאָבער“-קרייז א""פ פֿון פּיראָזשניקאָוו"	theatre	1	"יידישן „ליבהאָבער“-קרייז א""פ פֿון פּיראָזשניקאָוו"	ווילנע													
ORG-C06146	פֿאָן מייערס דראָמאַטישע קורסן	school	1	פֿאָן מייערס דראָמאַטישע קורסן	ווין													
ORG-C06147	שניצערס יידישן קונסט-טעאַטער	theatre	2	שניצערס יידיש-קונסט-טעאַטער | שניצערס יידישן קונסט-טעאַטער					505 | 472 | 500 | 501	0.679 | 0.643 | 0.643 | 0.643	ipa_phonetic | ipa_phonetic | ipa_phonetic | ipa_phonetic							
ORG-C06148	יידישן קונסט-טעאַטער ביי שוואָרץ	theatre	1	יידישן קונסט-טעאַטער ביי שוואָרץ					499	0.600	ipa_phonetic							
ORG-C06149	ביי אָנשעל שאָר	troupe	1	ביי אָנשעל שאָר	פֿילאָדעלפיע													
ORG-C06150	ביי יוליוס נאַטאָנסאָן	troupe	1	ביי יוליוס נאַטאָנסאָן	באָסטאָן													
ORG-C06151	ביי גליקמאַן	troupe	1	ביי גליקמאַן	שיקאָגאָ													
ORG-C06152	ביי ליטמאַן און פישזאָן	troupe	1	ביי ליטמאַן און פישזאָן	דעטראָיט													
ORG-C06153	קינדער-שול ביים טעאַטער	school	1	קינדער-שול ביים טעאַטער														
ORG-C06154	מאָרינסקער גימנאָזיע	school	1	מאָרינסקער גימנאָזיע														
ORG-C06155	אוקראַאינישן אָפּערעטן-טעאַטער פֿון סאַקסאַגאַנסקי און קראָפּיווניצקי	theatre	1	אוקראַאינישן אָפּערעטן-טעאַטער פֿון סאַקסאַגאַנסקי און קראָפּיווניצקי														
